oshwaUid,country,projectName,primaryType,hardwareLicense,softwareLicense,documentationLicense,certificationDate,stars,forks,watchers,directoryUrl
GT000009,Guatemala,GEC PCB,Education,CERN-OHL-1.2,GPL,CC BY,2021-12-03T00:00-05:00,0,0,1,https://certification.oshwa.org/GT000009
US002352,United States of America,General Purpose Alarm Device (GPAD),Electronics,CERN-OHL-S-2.0,Other,CC0-1.0,2023-06-22T00:00-04:00,7,11,4,https://certification.oshwa.org/US002352
AU000012,Australia,GlowStitch LEDs,Wearables,CC-BY-SA-4.0,No software,CC-BY-SA-4.0,2022-10-05T00:00-04:00,24,3,2,https://certification.oshwa.org/AU000012
JP000018,Japan,gm-proto-e1,Electronics,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,2022-10-05T00:00-04:00,6,0,1,https://certification.oshwa.org/JP000018
JP000019,Japan,GM-STUDY-E1,Electronics,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,2022-10-21T00:00-04:00,2,0,1,https://certification.oshwa.org/JP000019
US002312,United States of America,GNSS Antenna Splitter (Power Divider) with DC Pass,Electronics,CERN,MIT,CC BY-SA,2023-05-23T00:00-04:00,3,2,3,https://certification.oshwa.org/US002312
HR000111,Croatia,GNSS GPS L86-M33 breakout,Electronics,TAPR,GPL,CC BY-SA,2023-09-18T00:00-04:00,5,1,1,https://certification.oshwa.org/HR000111
NO000006,Norway,gnssclock496boards,Electronics,TAPR,No software,Other,2023-10-15T00:00-04:00,0,1,1,https://certification.oshwa.org/NO000006
BY000002,Belarus,Goryn,Electronics,CC-BY-4.0,MIT,CC-BY-4.0,2024-04-19T00:00-04:00,5,0,1,https://certification.oshwa.org/BY000002
NO000003,Norway,gpib4pi,Electronics,TAPR,No software,Other,2023-05-05T00:00-04:00,14,0,2,https://certification.oshwa.org/NO000003
CA000043,Canada,GPIO Learning Board,Education,TAPR,Apache,CC BY,2024-01-18T00:00-05:00,7,3,4,https://certification.oshwa.org/CA000043
IN000041,India,GranActivity,IOT,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2023-01-11T00:00-05:00,0,1,1,https://certification.oshwa.org/IN000041
ES000013,Spain,Grape Board,Electronics,Other,No software,Other,2020-10-29T00:00-04:00,1,1,2,https://certification.oshwa.org/ES000013
US000070,United States of America,GreatFET,Electronics,Other,Other,Other,2017-07-14T00:00-04:00,345,102,30,https://certification.oshwa.org/US000070
IT000009,Italy,Green Detect,Environmental,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2022-06-30T00:00-04:00,11,3,3,https://certification.oshwa.org/IT000009
IT000007,Italy,GreenBMS,Electronics,Other,Other,Other,2021-08-27T00:00-04:00,690,165,21,https://certification.oshwa.org/IT000007
RO000019,Romania,GroundStudio AHT21 module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,2,2,https://certification.oshwa.org/RO000019
RO000018,Romania,GroundStudio BME280 3V3 module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,1,2,https://certification.oshwa.org/RO000018
RO000030,Romania,GroundStudio BME280 module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-03-20T00:00-04:00,0,1,2,https://certification.oshwa.org/RO000030
RO000003,Romania,GroundStudio BMM150 module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,0,1,2,https://certification.oshwa.org/RO000003
RO000017,Romania,GroundStudio BMP280 3V3 module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,1,2,https://certification.oshwa.org/RO000017
RO000029,Romania,GroundStudio BMP280 module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-03-20T00:00-04:00,0,2,2,https://certification.oshwa.org/RO000029
RO000006,Romania,GroundStudio Carbon D4,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,7,3,2,https://certification.oshwa.org/RO000006
RO000008,Romania,GroundStudio Carbon S2,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,5,2,4,https://certification.oshwa.org/RO000008
RO000007,Romania,GroundStudio Carbon V3,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,8,3,2,https://certification.oshwa.org/RO000007
RO000022,Romania,GroundStudio Dali-2,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,1,1,2,https://certification.oshwa.org/RO000022
RO000021,Romania,GroundStudio Flash 32 module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,1,2,2,https://certification.oshwa.org/RO000021
RO000020,Romania,GroundStudio Flash 64 module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,1,2,https://certification.oshwa.org/RO000020
RO000015,Romania,GroundStudio ICM-20948 module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,1,2,https://certification.oshwa.org/RO000015
RO000002,Romania,GroundStudio Jade M1,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,0,1,2,https://certification.oshwa.org/RO000002
RO000025,Romania,GroundStudio Jade N1,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-27T00:00-05:00,0,1,2,https://certification.oshwa.org/RO000025
RO000023,Romania,GroundStudio Jade N1+,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-27T00:00-05:00,0,1,2,https://certification.oshwa.org/RO000023
RO000005,Romania,GroundStudio Jade Pebble,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,5,1,2,https://certification.oshwa.org/RO000005
RO000004,Romania,GroundStudio Jade Pro Micro,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,5,2,2,https://certification.oshwa.org/RO000004
RO000026,Romania,GroundStudio Jade U1,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-27T00:00-05:00,0,1,2,https://certification.oshwa.org/RO000026
RO000024,Romania,GroundStudio Jade U1+,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-27T00:00-05:00,0,1,2,https://certification.oshwa.org/RO000024
RO000016,Romania,GroundStudio Load Cell Amplifier Module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,1,2,https://certification.oshwa.org/RO000016
RO000009,Romania,GroundStudio Magma Splash,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-09T00:00-05:00,4,2,2,https://certification.oshwa.org/RO000009
RO000001,Romania,GroundStudio Marble Pico,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2023-06-06T00:00-04:00,34,4,4,https://certification.oshwa.org/RO000001
RO000013,Romania,GroundStudio microSD module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,1,1,2,https://certification.oshwa.org/RO000013
RO000010,Romania,GroundStudio Time of Flight Distance Sensor module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,0,2,2,https://certification.oshwa.org/RO000010
RO000027,Romania,GroundStudio Tiny416,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-03-08T00:00-05:00,1,1,2,https://certification.oshwa.org/RO000027
RO000011,Romania,GroundStudio USB to serial HT42B534 Module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-02-14T00:00-05:00,1,2,2,https://certification.oshwa.org/RO000011
RO000028,Romania,GroundStudio USB-C module,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2024-03-20T00:00-04:00,0,1,2,https://certification.oshwa.org/RO000028
NL000026,Netherlands,Grove Motor Drive,Robotics,CERN-OHL-S-2.0,No software,CC-BY-SA-4.0,2024-06-13T00:00-04:00,0,0,0,https://certification.oshwa.org/NL000026
NL000027,Netherlands,Grove Time-of-Flight Distance Sensor,Education,CERN-OHL-S-2.0,No software,CC-BY-SA-4.0,2024-06-13T00:00-04:00,0,0,0,https://certification.oshwa.org/NL000027
IN000055,India,GuitarGlove,Arts,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2024-06-28T00:00-04:00,0,0,1,https://certification.oshwa.org/IN000055
US000105,United States of America,Guyline Friction Adjusters,Other,Other,No software,CC BY-SA,2018-01-25T00:00-04:00,8,1,2,https://certification.oshwa.org/US000105
ES000045,Spain,Gyroscreen,Tool,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2024-04-26T00:00-04:00,0,0,1,https://certification.oshwa.org/ES000045
US000027,United States of America,HackEEG,Electronics,Other,Other,CC BY-SA,2016-10-08T00:00-04:00,60,19,15,https://certification.oshwa.org/US000027
US000649,United States of America,HackRF One,Science,Other,GPL,Other,2020-08-06T00:00-04:00,7694,1663,549,https://certification.oshwa.org/US000649
US000196,United States of America,Hactus,Electronics,Other,No software,CC BY-SA,2019-12-15T00:00-05:00,1,0,2,https://certification.oshwa.org/US000196
HR000053,Croatia,Hall effect sensor breakout with analog output,Electronics,TAPR,No software,CC BY-SA,2023-03-17T00:00-04:00,1,0,1,https://certification.oshwa.org/HR000053
HR000114,Croatia,Hall effect sensor breakout with analog output & easyC,Electronics,TAPR,GPL,CC BY-SA,2023-10-23T00:00-04:00,0,0,1,https://certification.oshwa.org/HR000114
HR000054,Croatia,Hall effect sensor breakout with digital output,Electronics,TAPR,No software,CC BY-SA,2023-03-17T00:00-04:00,0,0,1,https://certification.oshwa.org/HR000054
HR000113,Croatia,Hall effect sensor breakout with digital output & easyC,Electronics,TAPR,GPL,CC BY-SA,2023-10-23T00:00-04:00,0,0,1,https://certification.oshwa.org/HR000113
DE000103,Germany,HALO-90,Wearables,CERN,GPL,CC BY-SA,2021-03-02T00:00-05:00,147,13,11,https://certification.oshwa.org/DE000103
TW000005,Taiwan,Ham CH552 Micro,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,Other,2023-06-30T00:00-04:00,2,0,1,https://certification.oshwa.org/TW000005
CA000044,Canada,Ham Radio Tuning Aid,Electronics,TAPR,No software,CC BY,2024-01-18T00:00-05:00,0,1,1,https://certification.oshwa.org/CA000044
US001096,United States of America,HamWing,Electronics,Solderpad,LGPL,CC BY-SA,2021-03-25T00:00-04:00,6,1,2,https://certification.oshwa.org/US001096
US002700,United States of America,Haptic Paddle,Robotics,CERN-OHL-P-2.0,CERN-OHL-P-2.0,CERN-OHL-P-2.0,2024-11-15T00:00-05:00,0,1,0,https://certification.oshwa.org/US002700
PT000005,Portugal,Haxophone,Arts,CC-BY-SA-4.0,MIT,CC-BY-SA-4.0,2023-03-03T00:00-05:00,655,19,18,https://certification.oshwa.org/PT000005
NL000013,Netherlands,Headplate and light-blocking sleeve for 2P imaging,Science,CERN-OHL-S-2.0,No software,CERN-OHL-S-2.0,2023-04-05T00:00-04:00,2,0,1,https://certification.oshwa.org/NL000013
IN000052,India,HealthyPi Move,Wearables,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,2024-06-07T00:00-04:00,135,26,4,https://certification.oshwa.org/IN000052
IN000073,India,HealthyPi Move,Wearables,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,2025-06-26T00:00-04:00,150,34,6,https://certification.oshwa.org/IN000073
CA000061,Canada,Heathkit H89/H19 Automatic Key Repeat,Electronics,TAPR,No software,CC-BY-4.0,2025-01-16T00:00-05:00,23,4,2,https://certification.oshwa.org/CA000061
US000101,United States of America,Heron Rain Tarp,Other,Other,No software,CC BY-SA,2018-01-25T00:00-04:00,15,4,7,https://certification.oshwa.org/US000101
UK000064,United Kingdom,HEXA,Other,CERN-OHL-S-2.0,No software,CERN-OHL-S-2.0,2024-07-24T00:00-04:00,20,1,2,https://certification.oshwa.org/UK000064
BR000020,Brazil,Hextech_Watch,Wearables,MIT,MIT,MIT,2025-12-12T00:00-05:00,0,0,0,https://certification.oshwa.org/BR000020
DE000018,Germany,HHTronik I learn soldering Q.O.K.,Electronics,CERN,No software,Other,2020-04-15T00:00-04:00,4,1,3,https://certification.oshwa.org/DE000018
DE000019,Germany,HHTronik I learn soldering SMD boost edition,Electronics,CERN,No software,Other,,4,1,2,https://certification.oshwa.org/DE000019
DE000021,Germany,HHTronik I learn soldering SMD Q.O.K.,Electronics,CERN,No software,Other,2020-04-16T00:00-04:00,3,1,2,https://certification.oshwa.org/DE000021
DE000020,Germany,HHTronik I.CAN.SOLDER SMD Challenge,Electronics,CERN,GPL,Other,2020-04-15T00:00-04:00,6,1,2,https://certification.oshwa.org/DE000020
GT000017,Guatemala,Hidro_IOT,IOT,CERN,GPL,CC-BY-4.0,2024-08-29T00:00-04:00,6,1,2,https://certification.oshwa.org/GT000017
GT000011,Guatemala,Hidroponía,IOT,CERN-OHL-P-2.0,GPL,CC-BY-4.0,2022-06-08T00:00-04:00,6,1,2,https://certification.oshwa.org/GT000011
NL000025,Netherlands,HighPowerNEO,Education,CERN-OHL-S-2.0,No software,CC-BY-SA-4.0,2024-06-13T00:00-04:00,0,0,0,https://certification.oshwa.org/NL000025
SE000001,Sweden,HiMinds Wireless Environmental Sensor,IOT,Other,MIT,CC BY-SA,2019-12-15T00:00-05:00,1,1,0,https://certification.oshwa.org/SE000001
SE000007,Sweden,HiMinds Wireless Environmental Sensor,IOT,Other,MIT,CC BY-SA,2020-11-06T00:00-05:00,1,1,0,https://certification.oshwa.org/SE000007
US000077,United States of America,Hologram Nova,IOT,Other,Other,Other,2017-09-14T00:00-04:00,39,8,12,https://certification.oshwa.org/US000077
CA000007,Canada,Hot Belty,3D Printing,CERN-OHL-S-2.0,GPL,CC BY,2021-11-12T00:00-05:00,7,0,2,https://certification.oshwa.org/CA000007
MX000011,Mexico,Hotspot 1D,Other,CERN,GPL,CC 0,2020-07-16T00:00-04:00,0,0,1,https://certification.oshwa.org/MX000011
MX000029,Mexico,Huntercat NFC,Tool,CERN,LGPL,CC BY,2021-04-26T00:00-04:00,219,31,14,https://certification.oshwa.org/MX000029
DE000145,Germany,Hutschienenmoped,Agriculture,CC-BY-SA-4.0,Apache,CC-BY-SA-4.0,2024-08-15T00:00-04:00,9,2,1,https://certification.oshwa.org/DE000145
HR000086,Croatia,Hydrogen sensor MQ8 breakout,Electronics,TAPR,GPL,CC BY-SA,2023-06-09T00:00-04:00,0,0,1,https://certification.oshwa.org/HR000086
HR000096,Croatia,Hydrogen sensor MQ8 breakout with easyC,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,0,0,1,https://certification.oshwa.org/HR000096
HR000112,Croatia,Hydrogen Sulfide sensor MQ136 breakout,Electronics,TAPR,GPL,CC BY-SA,2023-09-19T00:00-04:00,0,0,1,https://certification.oshwa.org/HR000112
IT000004,Italy,I2C Encoder,Electronics,Other,GPL,Other,2019-10-12T00:00-04:00,109,24,28,https://certification.oshwa.org/IT000004
IT000006,Italy,I2C encoder Mini,Electronics,Other,GPL,Other,2021-02-04T00:00-05:00,33,7,7,https://certification.oshwa.org/IT000006
HR000016,Croatia,I2C LCD driver board,Electronics,TAPR,No software,CC BY-SA,2023-03-03T00:00-05:00,1,0,1,https://certification.oshwa.org/HR000016
HR000078,Croatia,I2C multiplexer TCA9548A breakout,Electronics,TAPR,GPL,CC BY-SA,2023-06-09T00:00-04:00,3,1,1,https://certification.oshwa.org/HR000078
IT000005,Italy,I2C NavKey,Electronics,Other,GPL,CC BY-SA,2019-10-18T00:00-04:00,35,4,5,https://certification.oshwa.org/IT000005
BG000078,Bulgaria,IAQ Board,IOT,Other,Apache,CC BY-SA,2021-06-18T00:00-04:00,391,36,20,https://certification.oshwa.org/BG000078
US000066,United States of America,IC3D ABS 3D Printing Filament,3D Printing,Other,No software,CC BY-SA,2017-02-22T00:00-04:00,41,15,11,https://certification.oshwa.org/US000066
US000131,United States of America,IC3D PETG 3D Printing Filament,3D Printing,Other,Other,CC BY-SA,2018-06-20T00:00-04:00,41,15,11,https://certification.oshwa.org/US000131
US000130,United States of America,IC3D PLA 3D Printing Filament,3D Printing,Other,Other,CC BY-SA,2018-06-20T00:00-04:00,41,15,11,https://certification.oshwa.org/US000130
UK000076,United Kingdom,Icarus,Electronics,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2025-05-01T00:00-04:00,20,0,3,https://certification.oshwa.org/UK000076
US002545,United States of America,Ice Tube Clock kit - v1.1,Electronics,Other,MIT,CC BY-SA,2023-10-06T00:00-04:00,46,32,14,https://certification.oshwa.org/US002545
NO000002,Norway,ice4pi,Electronics,TAPR,No software,Other,2023-05-05T00:00-04:00,6,2,2,https://certification.oshwa.org/NO000002
FR000029,France,Icepi SBC,Electronics,Solderpad,No software,Other,2025-12-12T00:00-05:00,267,14,8,https://certification.oshwa.org/FR000029
FR000026,France,Icepi Zero,Electronics,Solderpad,Other,Other,2025-06-05T00:00-04:00,743,28,15,https://certification.oshwa.org/FR000026
BD000003,Bangladesh,idkpad,Electronics,CERN-OHL-S-2.0,MIT,CC-BY-4.0,2025-08-07T00:00-04:00,0,0,1,https://certification.oshwa.org/BD000003
CL000006,Chile,Iguana,Environmental,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2023-11-18T00:00-05:00,1,0,3,https://certification.oshwa.org/CL000006
MY000009,Malaysia,Ikoka Handheld,IOT,CERN-OHL-P-2.0,GPL-3.0-only,GPL-3.0-only,2025-07-16T00:00-04:00,8,1,1,https://certification.oshwa.org/MY000009
MY000010,Malaysia,Ikoka Pro,IOT,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,2025-09-04T00:00-04:00,3,0,1,https://certification.oshwa.org/MY000010
SG000007,Singapore,Ikoka Stick,Electronics,CERN-OHL-P-2.0,GPL-3.0-only,CERN-OHL-P-2.0,2025-05-23T00:00-04:00,46,6,3,https://certification.oshwa.org/SG000007
MY000008,Malaysia,Ikoka Stick,Electronics,CERN-OHL-P-2.0,GPL-3.0-only,CERN-OHL-P-2.0,2025-05-15T00:00-04:00,46,6,3,https://certification.oshwa.org/MY000008
US002726,United States of America,IMpack,Science,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2025-03-14T00:00-04:00,4,1,2,https://certification.oshwa.org/US002726
US000578,United States of America,INA169 Analog DC Current Sensor Breakout - 60V 5A Max,Electronics,Other,MIT,CC BY-SA,2020-05-09T00:00-04:00,12,6,10,https://certification.oshwa.org/US000578
ES000053,Spain,IndiPi,Education,CC-BY-SA-4.0,CC-BY-SA-4.0,CC-BY-SA-4.0,2025-07-10T00:00-04:00,0,0,0,https://certification.oshwa.org/ES000053
DE000006,Germany,Infinite Noise TRNG,Electronics,Other,Other,Other,2018-01-29T00:00-04:00,0,0,0,https://certification.oshwa.org/DE000006
HR000071,Croatia,Inkplate 2,Electronics,TAPR,GPL,CC BY-SA,2023-04-26T00:00-04:00,11,0,1,https://certification.oshwa.org/HR000071
HR000003,Croatia,Inkplate 6,Electronics,TAPR,GPL,CC BY-SA,2020-04-17T00:00-04:00,197,23,14,https://certification.oshwa.org/HR000003
HU000001,Hungary,Intech Grid,Electronics,GPL,GPL,GPL,2022-03-04T00:00-05:00,197,23,14,https://certification.oshwa.org/HU000001
HU000006,Hungary,Intech Knot,Electronics,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2022-09-14T00:00-04:00,57,8,3,https://certification.oshwa.org/HU000006
BR000009,Brazil,Integrated and modulated system for polymer extrusion,Manufacturing,Other,MIT,Other,2022-03-11T00:00-05:00,57,8,3,https://certification.oshwa.org/BR000009
HR000018,Croatia,IO expander MCP23017 breakout,Electronics,TAPR,No software,CC BY-SA,2023-03-03T00:00-05:00,3,0,1,https://certification.oshwa.org/HR000018
CA000010,Canada,IO One mikroShield,Electronics,CERN-OHL-W-2.0,LGPL,CERN-OHL-W-2.0,2022-05-06T00:00-04:00,0,0,0,https://certification.oshwa.org/CA000010
PT000001,Portugal,IoT AgroIntelligence LoRaWAN Node,Agriculture,CERN,No software,CC BY,2020-05-28T00:00-04:00,1,2,1,https://certification.oshwa.org/PT000001
GT000023,Guatemala,IOT control de cargas ac y temperatura,IOT,Other,LGPL,GPL,2025-07-10T00:00-04:00,0,0,0,https://certification.oshwa.org/GT000023
US001059,United States of America,IOTA (Integrated Open-source Transceiver for Argos),Electronics,Other,MIT,CC BY-SA,2021-01-27T00:00-05:00,1,0,2,https://certification.oshwa.org/US001059
LK000011,Sri Lanka,IR Clone,Electronics,CERN-OHL-W-2.0,MIT,CC-BY-4.0,2022-02-24T00:00-05:00,55,6,3,https://certification.oshwa.org/LK000011
US002001,United States of America,ISA 8-Bit Ethernet Controller,Electronics,CERN,GPL,CC BY-SA,2021-05-26T00:00-04:00,133,14,12,https://certification.oshwa.org/US002001
NL000005,Netherlands,itho wifi,IOT,CERN-OHL-S-2.0,GPL,CERN-OHL-S-2.0,2021-10-22T00:00-04:00,240,44,18,https://certification.oshwa.org/NL000005
US002379,United States of America,JoyKey Mini,Electronics,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,2023-07-17T00:00-04:00,62,6,12,https://certification.oshwa.org/US002379
HR000057,Croatia,Joystick 2-axis with pushbutton breakout,Electronics,TAPR,No software,CC BY-SA,2023-03-17T00:00-04:00,0,1,1,https://certification.oshwa.org/HR000057
US002488,United States of America,JST-PH 2-Pin SMT Right Angle Breakout Board,Electronics,Other,MIT,CC BY-SA,2023-09-11T00:00-04:00,69,31,17,https://certification.oshwa.org/US002488
US000334,United States of America,JTAG (2x10 2.54mm) to SWD (2x5 1.27mm) Cable Adapter Board,Electronics,Other,MIT,CC BY-SA,2020-04-24T00:00-04:00,18,6,7,https://certification.oshwa.org/US000334
US002417,United States of America,Jumperless,Electronics,CERN-OHL-W-2.0,MIT,CC-BY-4.0,2023-08-02T00:00-04:00,883,43,27,https://certification.oshwa.org/US002417
US002678,United States of America,Jumperless V5,Electronics,CERN-OHL-W-2.0,MIT,CC-BY-4.0,2024-09-19T00:00-04:00,273,25,8,https://certification.oshwa.org/US002678
NL000010,Netherlands,Jupiter,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC BY-SA,2022-05-06T00:00-04:00,6,0,2,https://certification.oshwa.org/NL000010
CH000015,Switzerland,karaloop,Wearables,CERN-OHL-P-2.0,Apache,CC BY,2022-08-05T00:00-04:00,2,1,1,https://certification.oshwa.org/CH000015
CH000014,Switzerland,karaloop,Wearables,CERN-OHL-P-2.0,Other,CC BY,2022-08-05T00:00-04:00,2,1,1,https://certification.oshwa.org/CH000014
CH000016,Switzerland,karaloop,Wearables,CERN-OHL-P-2.0,Apache,CC BY,2022-08-05T00:00-04:00,2,1,1,https://certification.oshwa.org/CH000016
HU000004,Hungary,Karplus-Strong Guitar,Sound,Other,MIT,Other,2022-04-08T00:00-04:00,1,0,1,https://certification.oshwa.org/HU000004
DE000126,Germany,KBDevBoard,Electronics,Other,No software,Other,2022-06-08T00:00-04:00,1,0,1,https://certification.oshwa.org/DE000126
US002528,United States of America,kbx's 16-channel ESP32 Powered LED Strip Controller,IOT,CC-BY-SA-4.0,No software,CC-BY-SA-4.0,2023-09-18T00:00-04:00,10,0,3,https://certification.oshwa.org/US002528
US002762,United States of America,Kevinbot Core,Robotics,CERN-OHL-S-2.0,No software,CC-BY-SA-4.0,2025-07-16T00:00-04:00,10,0,3,https://certification.oshwa.org/US002762
US002675,United States of America,Kevinbot P2 Board,Robotics,CERN-OHL-S-2.0,No software,CC-BY-SA-4.0,2024-09-13T00:00-04:00,10,0,3,https://certification.oshwa.org/US002675
US000032,United States of America,keyswitch.one,Electronics,Other,MIT,Other,2016-10-30T00:00-04:00,1,3,1,https://certification.oshwa.org/US000032
TH000001,Thailand,KidCareTV,Tool,Other,Other,Other,2016-12-10T00:00-04:00,170,42,27,https://certification.oshwa.org/TH000001
DE000087,Germany,Klais-16,Arts,CERN,GPL,CC BY-SA,2020-06-29T00:00-04:00,58,5,7,https://certification.oshwa.org/DE000087
SI000001,Slovenia,KORUZA Pro,Other,CERN-OHL-1.2,GPL,CC BY-SA,2022-01-09T00:00-05:00,7,5,6,https://certification.oshwa.org/SI000001
UK000032,United Kingdom,Kosmic Superspreader,Sound,Other,No software,CC BY-SA,2021-08-10T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000032
UK000036,United Kingdom,Kosmodulator,Sound,CC-BY-SA-4.0,No software,CC-BY-SA-4.0,2022-02-04T00:00-05:00,3,1,1,https://certification.oshwa.org/UK000036
BE000018,Belgium,LANA TNY,Electronics,Other,No software,Other,2024-06-13T00:00-04:00,3,1,1,https://certification.oshwa.org/BE000018
GT000006,Guatemala,LDE680,Electronics,CERN-OHL-1.2,GPL,CC BY,2021-08-27T00:00-04:00,3,1,1,https://certification.oshwa.org/GT000006
FR000030,France,LDO_VQFN_Lab,Electronics,CERN-OHL-P-2.0,No software,CC-BY-SA-4.0,2026-01-30T00:00-05:00,3,1,1,https://certification.oshwa.org/FR000030
US000121,United States of America,LED Ring Light,Science,CERN,Other,CC BY-SA,2018-03-08T00:00-04:00,3,1,1,https://certification.oshwa.org/US000121
US000119,United States of America,LED Stack Light,Electronics,Other,Other,CC BY-SA,2018-03-07T00:00-04:00,3,1,1,https://certification.oshwa.org/US000119
HR000023,Croatia,Li-ion charger,Electronics,TAPR,No software,CC BY-SA,2023-03-03T00:00-05:00,3,1,1,https://certification.oshwa.org/HR000023
HR000024,Croatia,Li-ion charger with protection,Electronics,TAPR,No software,CC BY-SA,2023-03-03T00:00-05:00,3,1,1,https://certification.oshwa.org/HR000024
IT000016,Italy,LiberoCAN,Space,CERN-OHL-W-2.0,GPL,CC0-1.0,2024-10-01T00:00-04:00,3,1,1,https://certification.oshwa.org/IT000016
UK000082,United Kingdom,Lightbeam,Electronics,CERN-OHL-S-2.0,MIT,CC-BY-SA-4.0,2025-10-24T00:00-04:00,3,1,1,https://certification.oshwa.org/UK000082
US000925,United States of America,LilyPad Arduino 328 Main Board,Electronics,CERN,MIT,CC BY-SA,2020-12-18T00:00-05:00,3,1,1,https://certification.oshwa.org/US000925
US000984,United States of America,LilyPad Arduino USB - ATmega32U4 Board,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000984
US001054,United States of America,LilyPad Button Board,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US001054
US000903,United States of America,LilyPad Coin Cell Battery Holder - Switched - 20mm,Electronics,CERN,MIT,CC BY-SA,2020-12-17T00:00-05:00,3,1,1,https://certification.oshwa.org/US000903
US000846,United States of America,LilyPad E-Sewing ProtoSnap,Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,3,1,1,https://certification.oshwa.org/US000846
