oshwaUid,country,projectName,primaryType,hardwareLicense,softwareLicense,documentationLicense,certificationDate,stars,forks,watchers,directoryUrl
US000809,United States of America,SparkFun LTE CAT M1/NB-IoT Shield - SARA-R4,Electronics,CERN,MIT,CC BY-SA,2020-12-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000809
US002223,United States of America,SparkFun LTE GNSS Breakout - SARA-R5,Electronics,CERN,MIT,CC BY-SA,2023-05-21T00:00-04:00,3,1,1,https://certification.oshwa.org/US002223
US000861,United States of America,SparkFun Lumenati 3x3,Electronics,CERN,MIT,CC BY-SA,2020-12-16T00:00-05:00,3,1,1,https://certification.oshwa.org/US000861
US000856,United States of America,SparkFun Lumenati 4-pack,Electronics,CERN,MIT,CC BY-SA,2020-12-16T00:00-05:00,3,1,1,https://certification.oshwa.org/US000856
US000857,United States of America,SparkFun Lumenati 8-pack,Electronics,CERN,MIT,CC BY-SA,2020-12-16T00:00-05:00,3,1,1,https://certification.oshwa.org/US000857
US000858,United States of America,SparkFun Lumenati 8-stick,Electronics,CERN,MIT,CC BY-SA,2020-12-16T00:00-05:00,3,1,1,https://certification.oshwa.org/US000858
US000860,United States of America,SparkFun Lumenati 90L,Electronics,CERN,MIT,CC BY-SA,2020-12-16T00:00-05:00,3,1,1,https://certification.oshwa.org/US000860
US000859,United States of America,SparkFun Lumenati 90R,Electronics,CERN,MIT,CC BY-SA,2020-12-16T00:00-05:00,3,1,1,https://certification.oshwa.org/US000859
US000797,United States of America,SparkFun LumiDrive LED Driver,Electronics,CERN,MIT,CC BY-SA,2020-12-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000797
US000796,United States of America,SparkFun LuMini LED Matrix - 8x8 (64 x APA102-2020),Electronics,CERN,MIT,CC BY-SA,2020-12-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000796
US000800,United States of America,SparkFun LuMini LED Ring - 1 Inch (20 x APA102-2020),Electronics,CERN,MIT,CC BY-SA,2020-12-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000800
US000798,United States of America,SparkFun LuMini LED Ring - 2 Inch (40 x APA102-2020),Electronics,CERN,MIT,CC BY-SA,2020-12-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000798
US000799,United States of America,SparkFun LuMini LED Ring - 3 Inch (60 x APA102-2020),Electronics,CERN,MIT,CC BY-SA,2020-12-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000799
US002292,United States of America,SparkFun Micro 6DoF IMU - ISM330DHCX (Qwiic),Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002292
US002348,United States of America,SparkFun Micro 6DoF IMU Breakout - LSM6DSV16X (Qwiic),Electronics,CERN,MIT,CC BY-SA,2023-06-14T00:00-04:00,3,1,1,https://certification.oshwa.org/US002348
US002316,United States of America,SparkFun Micro Absolute Digital Barometer - LPS28DFW (Qwiic),Electronics,CERN,MIT,CC BY-SA,2023-05-23T00:00-04:00,3,1,1,https://certification.oshwa.org/US002316
US002293,United States of America,SparkFun Micro Magnetometer - MMC5983MA (Qwiic),Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002293
US000843,United States of America,SparkFun Micro OLED Breakout (Qwiic),Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,3,1,1,https://certification.oshwa.org/US000843
US002314,United States of America,SparkFun Micro OLED Breakout (with Headers),Electronics,CERN,MIT,CC BY-SA,2023-05-23T00:00-04:00,3,1,1,https://certification.oshwa.org/US002314
US002291,United States of America,SparkFun Micro Pressure Sensor - BMP384 (Qwiic),Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002291
US002290,United States of America,SparkFun Micro Pressure Sensor - BMP581 (Qwiic),Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002290
US002326,United States of America,SparkFun Micro Temperature Sensor - STTS22H (Qwiic),Electronics,CERN,MIT,CC BY-SA,2023-05-25T00:00-04:00,3,1,1,https://certification.oshwa.org/US002326
US002318,United States of America,SparkFun Micro Triple Axis Accelerometer Breakout - BMA400 (Qwiic),Electronics,CERN,MIT,CC BY-SA,2023-05-23T00:00-04:00,3,1,1,https://certification.oshwa.org/US002318
US000870,United States of America,SparkFun micro:bit Breakout,Electronics,CERN,MIT,CC BY-SA,2020-12-16T00:00-05:00,3,1,1,https://certification.oshwa.org/US000870
US002281,United States of America,SparkFun MicroMod Alorium Sno M2 Processor,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002281
US000685,United States of America,SparkFun MicroMod Artemis Processor,Electronics,CERN,MIT,CC BY-SA,2020-11-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US000685
US002192,United States of America,SparkFun MicroMod Asset Tracker Carrier Board,Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002192
US000680,United States of America,SparkFun MicroMod ATP Carrier Board,Electronics,CERN,MIT,CC BY-SA,2020-10-30T00:00-04:00,3,1,1,https://certification.oshwa.org/US000680
US002322,United States of America,SparkFun MicroMod Cellular Function Board - Blues Wireless Notecarrier,Electronics,CERN,MIT,CC BY-SA,2023-05-25T00:00-04:00,3,1,1,https://certification.oshwa.org/US002322
US000703,United States of America,SparkFun MicroMod Data Logging Carrier Board,Electronics,CERN,MIT,CC BY-SA,2020-11-21T00:00-05:00,3,1,1,https://certification.oshwa.org/US000703
US002255,United States of America,SparkFun MicroMod Environmental Function Board,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002255
US000686,United States of America,SparkFun MicroMod ESP32 Processor,Electronics,CERN,MIT,CC BY-SA,2020-11-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US000686
US002268,United States of America,SparkFun MicroMod Ethernet Function Board - W5500,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002268
US002258,United States of America,SparkFun MicroMod GNSS Carrier Board (ZED-F9P),Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002258
US002295,United States of America,SparkFun MicroMod GNSS Function Board - NEO-M9N,Electronics,CERN,MIT,CC BY-SA,2023-05-23T00:00-04:00,3,1,1,https://certification.oshwa.org/US002295
US002296,United States of America,SparkFun MicroMod GNSS Function Board - ZED-F9P,Electronics,CERN,MIT,CC BY-SA,2023-05-23T00:00-04:00,3,1,1,https://certification.oshwa.org/US002296
US000683,United States of America,SparkFun MicroMod Input and Display Carrier Board,Electronics,CERN,MIT,CC BY-SA,2020-11-13T00:00-05:00,3,1,1,https://certification.oshwa.org/US000683
US002254,United States of America,SparkFun MicroMod LoRa Function Board,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002254
US000704,United States of America,SparkFun MicroMod Machine Learning Carrier Board,Electronics,CERN,MIT,CC BY-SA,2020-11-21T00:00-05:00,3,1,1,https://certification.oshwa.org/US000704
US002320,United States of America,SparkFun MicroMod Main Board - Double,Electronics,CERN,MIT,CC BY-SA,2023-05-25T00:00-04:00,3,1,1,https://certification.oshwa.org/US002320
US002321,United States of America,SparkFun MicroMod Main Board - Single,Electronics,CERN,MIT,CC BY-SA,2023-05-25T00:00-04:00,3,1,1,https://certification.oshwa.org/US002321
US002265,United States of America,SparkFun MicroMod mikroBUS Carrier Board,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002265
US002186,United States of America,SparkFun MicroMod nRF52840 Processor,Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002186
US002193,United States of America,SparkFun MicroMod Qwiic Carrier Board - Double,Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002193
US002194,United States of America,SparkFun MicroMod Qwiic Carrier Board - Single,Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002194
US002189,United States of America,SparkFun MicroMod RP2040 Processor,Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002189
US000687,United States of America,SparkFun MicroMod SAMD51 Processor,Electronics,CERN,MIT,CC BY-SA,2020-11-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US000687
US002283,United States of America,SparkFun MicroMod Single Pair Ethernet Function Board - ADIN1110,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002283
US002323,United States of America,SparkFun MicroMod STM32 Processor,Electronics,CERN,MIT,CC BY-SA,2023-05-25T00:00-04:00,3,1,1,https://certification.oshwa.org/US002323
US002221,United States of America,SparkFun MicroMod Teensy Processor,Electronics,CERN,MIT,CC BY-SA,2023-05-21T00:00-04:00,3,1,1,https://certification.oshwa.org/US002221
US002191,United States of America,SparkFun MicroMod Update Tool,Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002191
US002185,United States of America,SparkFun MicroMod Weather Carrier Board,Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002185
US002256,United States of America,SparkFun MicroMod WiFi Function Board - DA16200,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002256
US002257,United States of America,SparkFun MicroMod WiFi Function Board - ESP32,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002257
US000976,United States of America,SparkFun microSD Shield,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000976
US001051,United States of America,SparkFun microSD Sniffer,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US001051
US000937,United States of America,SparkFun MIDI Shield,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000937
US000895,United States of America,SparkFun Mini GPS Shield,Electronics,CERN,MIT,CC BY-SA,2020-12-17T00:00-05:00,3,1,1,https://certification.oshwa.org/US000895
US000996,United States of America,SparkFun MiniGen - Pro Mini Signal Generator Shield,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000996
US001040,United States of America,SparkFun Mono Audio Amp Breakout - TPA2005D1,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US001040
US000963,United States of America,SparkFun MOSFET Power Control Kit,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000963
US001021,United States of America,SparkFun MOSFET Power Controller,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US001021
US000740,United States of America,SparkFun moto:bit - micro:bit Carrier Board (Qwiic),Electronics,CERN,MIT,CC BY-SA,2020-12-02T00:00-05:00,3,1,1,https://certification.oshwa.org/US000740
US000851,United States of America,SparkFun Motor Driver - Dual TB6612FNG (1A),Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,3,1,1,https://certification.oshwa.org/US000851
US000009,United States of America,SparkFun Motor Driver - Dual TB6612FNG (1A),Electronics,Other,MIT,CC BY-SA,2016-10-31T00:00-04:00,3,1,1,https://certification.oshwa.org/US000009
US000947,United States of America,SparkFun MP3 Player Shield,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000947
US000014,United States of America,SparkFun MP3 Player Shield,Electronics,Other,MIT,CC BY-SA,2016-10-31T00:00-04:00,3,1,1,https://certification.oshwa.org/US000014
US000907,United States of America,SparkFun Multiplexer Breakout - 8 Channel (74HC4051),Electronics,CERN,MIT,CC BY-SA,2020-12-17T00:00-05:00,3,1,1,https://certification.oshwa.org/US000907
US002333,United States of America,SparkFun NanoBeacon Board - IN100,Electronics,CERN,MIT,CC BY-SA,2023-05-25T00:00-04:00,3,1,1,https://certification.oshwa.org/US002333
US002334,United States of America,SparkFun NanoBeacon Lite Board - IN100,Electronics,CERN,MIT,CC BY-SA,2023-05-25T00:00-04:00,3,1,1,https://certification.oshwa.org/US002334
US000876,United States of America,SparkFun Noisy Cricket Stereo Amplifier - 1.5W,Electronics,CERN,MIT,CC BY-SA,2020-12-17T00:00-05:00,3,1,1,https://certification.oshwa.org/US000876
US000896,United States of America,SparkFun nRF52832 Breakout,Electronics,CERN,MIT,CC BY-SA,2020-12-17T00:00-05:00,3,1,1,https://certification.oshwa.org/US000896
US000696,United States of America,SparkFun OpenLog Artemis,Electronics,CERN,MIT,CC BY-SA,2020-11-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US000696
US002284,United States of America,SparkFun OpenLog Artemis (without IMU),Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002284
US000878,United States of America,SparkFun OpenPIR,Electronics,CERN,MIT,CC BY-SA,2020-12-17T00:00-05:00,3,1,1,https://certification.oshwa.org/US000878
US000908,United States of America,SparkFun OpenScale,Electronics,CERN,MIT,CC BY-SA,2020-12-17T00:00-05:00,3,1,1,https://certification.oshwa.org/US000908
US001053,United States of America,SparkFun Opto-isolator Breakout,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US001053
US000836,United States of America,SparkFun Papa Soundie Audio Player,Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,3,1,1,https://certification.oshwa.org/US000836
US002366,United States of America,SparkFun PCB Ruler - 12 inch,Electronics,CERN,MIT,CC BY-SA,2023-06-30T00:00-04:00,3,1,1,https://certification.oshwa.org/US002366
US000711,United States of America,SparkFun Photodetector Breakout - MAX30101 (Qwiic),Electronics,CERN,MIT,CC BY-SA,2020-11-23T00:00-05:00,3,1,1,https://certification.oshwa.org/US000711
US000955,United States of America,SparkFun Photon Battery Shield,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000955
US000953,United States of America,SparkFun Photon IMU Shield,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000953
US000954,United States of America,SparkFun Photon Micro OLED Shield,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000954
US000956,United States of America,SparkFun Photon ProtoShield,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000956
US000884,United States of America,SparkFun Photon Weather Shield,Electronics,CERN,MIT,CC BY-SA,2020-12-17T00:00-05:00,3,1,1,https://certification.oshwa.org/US000884
US000820,United States of America,SparkFun Pi AVR Programmer HAT,Electronics,CERN,MIT,CC BY-SA,2020-12-11T00:00-05:00,3,1,1,https://certification.oshwa.org/US000820
US000989,United States of America,SparkFun PicoBoard,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000989
US002198,United States of America,SparkFun PIR Breakout - 170uA (EKMC4607112K),Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002198
US002339,United States of America,SparkFun PIR Breakout - 170uA w/ Headers,Electronics,CERN,MIT,CC BY-SA,2023-06-06T00:00-04:00,3,1,1,https://certification.oshwa.org/US002339
US002197,United States of America,SparkFun PIR Breakout - 1uA (EKMB1107112),Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002197
US002338,United States of America,"SparkFun PIR Breakout - 1uA, Headers (EKMB1107112)",Electronics,CERN,MIT,CC BY-SA,2023-06-06T00:00-04:00,3,1,1,https://certification.oshwa.org/US002338
US000732,United States of America,SparkFun Power Delivery Board - USB-C (Qwiic),Electronics,CERN,MIT,CC BY-SA,2020-11-30T00:00-05:00,3,1,1,https://certification.oshwa.org/US000732
US002286,United States of America,SparkFun Pressure Sensor - BMP384 (Qwiic),Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002286
US002289,United States of America,SparkFun Pressure Sensor - BMP581 (Qwiic),Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002289
US000983,United States of America,SparkFun Pressure Sensor Breakout - MS5803-14BA,Electronics,CERN,MIT,CC BY-SA,2021-01-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000983
US002232,United States of America,SparkFun Pro Micro - RP2040,Electronics,CERN,MIT,CC BY-SA,2023-05-21T00:00-04:00,3,1,1,https://certification.oshwa.org/US002232
US000807,United States of America,SparkFun Pro nRF52840 Mini - Bluetooth Development Board,Electronics,CERN,MIT,CC BY-SA,2020-12-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000807
US000719,United States of America,"SparkFun Pro RF - LoRa, 915MHz (SAMD21)",Electronics,CERN,MIT,CC BY-SA,2020-11-30T00:00-05:00,3,1,1,https://certification.oshwa.org/US000719
US000695,United States of America,SparkFun ProDriver - Stepper Motor Driver (TC78H670FTG),Electronics,CERN,MIT,CC BY-SA,2020-11-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US000695
US000902,United States of America,SparkFun Proto Pedal,Electronics,CERN,MIT,CC BY-SA,2020-12-17T00:00-05:00,3,1,1,https://certification.oshwa.org/US000902
US000786,United States of America,"SparkFun Proximity Sensor Breakout - 20cm, VCNL4040 (Qwiic)",Electronics,CERN,MIT,CC BY-SA,2020-12-07T00:00-05:00,3,1,1,https://certification.oshwa.org/US000786
US000755,United States of America,SparkFun Pulse Oximeter and Heart Rate Sensor - MAX30101 & MAX32664 (Qwiic),Electronics,CERN,MIT,CC BY-SA,2020-12-04T00:00-05:00,3,1,1,https://certification.oshwa.org/US000755
US000752,United States of America,SparkFun Pulsed Radar Breakout - A111,Electronics,CERN,MIT,CC BY-SA,2020-12-03T00:00-05:00,3,1,1,https://certification.oshwa.org/US000752
US002240,United States of America,SparkFun Pulsed Radar Breakout - A111,Electronics,CERN,MIT,CC BY-SA,2023-05-21T00:00-04:00,3,1,1,https://certification.oshwa.org/US002240
US002225,United States of America,SparkFun QuickLogic Thing Plus - EOS S3,Electronics,CERN,MIT,CC BY-SA,2023-05-21T00:00-04:00,3,1,1,https://certification.oshwa.org/US002225
US000776,United States of America,SparkFun Qwiic 12 Bit ADC - 4 Channel (ADS1015),Electronics,CERN,MIT,CC BY-SA,2020-12-07T00:00-05:00,3,1,1,https://certification.oshwa.org/US000776
US000849,United States of America,SparkFun Qwiic Adapter,Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,3,1,1,https://certification.oshwa.org/US000849
US002249,United States of America,SparkFun Qwiic Alphanumeric Display - Blue,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002249
US002241,United States of America,SparkFun Qwiic Alphanumeric Display - Green,Electronics,CERN,MIT,CC BY-SA,2023-05-21T00:00-04:00,3,1,1,https://certification.oshwa.org/US002241
US002242,United States of America,SparkFun Qwiic Alphanumeric Display - Pink,Electronics,CERN,MIT,CC BY-SA,2023-05-21T00:00-04:00,3,1,1,https://certification.oshwa.org/US002242
US002252,United States of America,SparkFun Qwiic Alphanumeric Display - Purple,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002252
US002250,United States of America,SparkFun Qwiic Alphanumeric Display - Red,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002250
US002251,United States of America,SparkFun Qwiic Alphanumeric Display - White,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002251
US000698,United States of America,SparkFun Qwiic Button - Green LED,Electronics,CERN,MIT,CC BY-SA,2020-11-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US000698
US000737,United States of America,SparkFun Qwiic Button - Red LED,Electronics,CERN,MIT,CC BY-SA,2020-12-02T00:00-05:00,3,1,1,https://certification.oshwa.org/US000737
US000738,United States of America,SparkFun Qwiic Button Breakout,Electronics,CERN,MIT,CC BY-SA,2020-12-02T00:00-05:00,3,1,1,https://certification.oshwa.org/US000738
US002280,United States of America,SparkFun Qwiic dToF Imager - TMF8820,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002280
US002278,United States of America,SparkFun Qwiic dToF Imager - TMF8821,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002278
US000691,United States of America,SparkFun Qwiic Dual Solid State Relay,Electronics,CERN,MIT,CC BY-SA,2020-11-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US000691
US002340,United States of America,SparkFun Qwiic Dynamic NFC/RFID Tag,Electronics,CERN,MIT,CC BY-SA,2023-06-06T00:00-04:00,3,1,1,https://certification.oshwa.org/US002340
US002226,United States of America,SparkFun Qwiic EEPROM Breakout - 512Kbit,Electronics,CERN,MIT,CC BY-SA,2023-05-21T00:00-04:00,3,1,1,https://certification.oshwa.org/US002226
US002372,United States of America,SparkFun Qwiic Flex Glove Controller,Electronics,CERN,MIT,CC BY-SA,2023-06-30T00:00-04:00,3,1,1,https://certification.oshwa.org/US002372
US002358,United States of America,SparkFun Qwiic GPIO,Electronics,CERN,MIT,CC BY-SA,2023-06-30T00:00-04:00,3,1,1,https://certification.oshwa.org/US002358
US000706,United States of America,SparkFun Qwiic GPIO,Electronics,CERN,MIT,CC BY-SA,2020-11-21T00:00-05:00,3,1,1,https://certification.oshwa.org/US000706
US002209,United States of America,SparkFun Qwiic Haptic Driver - DA7280,Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002209
US000847,United States of America,SparkFun Qwiic HAT for Raspberry Pi,Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,3,1,1,https://certification.oshwa.org/US000847
US002368,United States of America,SparkFun Qwiic Joystick,Electronics,CERN,MIT,CC BY-SA,2023-06-30T00:00-04:00,3,1,1,https://certification.oshwa.org/US002368
US000778,United States of America,SparkFun Qwiic Keypad - 12 Button,Electronics,CERN,MIT,CC BY-SA,2020-12-07T00:00-05:00,3,1,1,https://certification.oshwa.org/US000778
US002224,United States of America,SparkFun Qwiic LED Stick - APA102C,Electronics,CERN,MIT,CC BY-SA,2023-05-21T00:00-04:00,3,1,1,https://certification.oshwa.org/US002224
US002360,United States of America,SparkFun Qwiic Micro - SAMD21 Development Board,Electronics,CERN,MIT,CC BY-SA,2023-06-30T00:00-04:00,3,1,1,https://certification.oshwa.org/US002360
US002217,United States of America,SparkFun Qwiic micro:bit Breakout,Electronics,CERN,MIT,CC BY-SA,2023-05-21T00:00-04:00,3,1,1,https://certification.oshwa.org/US002217
US002216,United States of America,SparkFun Qwiic micro:bit Breakout (with Headers),Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002216
US002279,United States of America,SparkFun Qwiic Mini dToF Imager - TMF8820,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002279
US002277,United States of America,SparkFun Qwiic Mini dToF Imager - TMF8821,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002277
US002261,United States of America,SparkFun Qwiic Mini ToF Imager - VL53L5CX,Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,3,1,1,https://certification.oshwa.org/US002261
US000754,United States of America,SparkFun Qwiic Motor Driver,Electronics,CERN,MIT,CC BY-SA,2020-12-04T00:00-05:00,3,1,1,https://certification.oshwa.org/US000754
US000795,United States of America,SparkFun Qwiic MP3 Trigger,Electronics,CERN,MIT,CC BY-SA,2020-12-08T00:00-05:00,3,1,1,https://certification.oshwa.org/US000795
US000690,United States of America,SparkFun Qwiic MP3 Trigger,Electronics,CERN,MIT,CC BY-SA,2020-11-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US000690
US000792,United States of America,SparkFun Qwiic MP3 Trigger,Electronics,CERN,MIT,CC BY-SA,2020-12-07T00:00-05:00,3,1,1,https://certification.oshwa.org/US000792
US002201,United States of America,SparkFun Qwiic MultiPort,Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002201
US000701,United States of America,SparkFun Qwiic Mux Breakout - 8 Channel (TCA9548A),Electronics,CERN,MIT,CC BY-SA,2020-11-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US000701
US000790,United States of America,SparkFun Qwiic OpenLog,Electronics,CERN,MIT,CC BY-SA,2020-12-07T00:00-05:00,3,1,1,https://certification.oshwa.org/US000790
US002184,United States of America,SparkFun Qwiic pHAT Extension for Raspberry Pi 400,Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002184
US000739,United States of America,SparkFun Qwiic pHAT v2.0 for Raspberry Pi,Electronics,CERN,MIT,CC BY-SA,2020-12-02T00:00-05:00,3,1,1,https://certification.oshwa.org/US000739
US002196,United States of America,SparkFun Qwiic PIR - 170uA (EKMC4607112K),Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002196
US002195,United States of America,SparkFun Qwiic PIR - 1uA (EKMB1107112),Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,1,https://certification.oshwa.org/US002195
US000734,United States of America,SparkFun Qwiic Pro Micro - USB-C (ATmega32U4),Electronics,CERN,MIT,CC BY-SA,2020-11-30T00:00-05:00,3,1,1,https://certification.oshwa.org/US000734
US000697,United States of America,SparkFun Qwiic Quad Relay,Electronics,CERN,MIT,CC BY-SA,2020-11-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US000697
US000779,United States of America,SparkFun Qwiic Scale - NAU7802,Electronics,CERN,MIT,CC BY-SA,2020-12-07T00:00-05:00,3,1,1,https://certification.oshwa.org/US000779
US000852,United States of America,SparkFun Qwiic Shield for Arduino,Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,3,1,1,https://certification.oshwa.org/US000852
US000713,United States of America,SparkFun Qwiic Shield for Arduino Nano,Electronics,CERN,MIT,CC BY-SA,2020-11-23T00:00-05:00,3,1,1,https://certification.oshwa.org/US000713
US000848,United States of America,SparkFun Qwiic Shield for Photon,Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,3,1,1,https://certification.oshwa.org/US000848
US000688,United States of America,SparkFun Qwiic Shield for Teensy,Electronics,CERN,MIT,CC BY-SA,2020-11-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US000688
US000689,United States of America,SparkFun Qwiic Shield for Teensy - Extended,Electronics,CERN,MIT,CC BY-SA,2020-11-19T00:00-05:00,3,1,1,https://certification.oshwa.org/US000689
US002357,United States of America,SparkFun Qwiic Shield for Thing Plus,Electronics,CERN,MIT,CC BY-SA,2023-06-30T00:00-04:00,3,1,1,https://certification.oshwa.org/US002357
